#{"t_start": 1789350253.154662, "env_id": "Walker2d-v5"}
r,l,t,task_return,displacement,episode_steps,full_episode
55.920432,79,5.126006,53.341909233211716,-0.19529453006881337,79,0.0
5.591296,21,5.13164,5.008491553156003,-0.11937560075223952,21,0.0
16.321454,34,5.142146,14.780189379353505,-0.14494443302413476,34,0.0
11.211515,48,5.158198,9.023700447095836,-0.3025557915225119,48,0.0
71.687459,82,5.188052,69.15824951681614,-0.09263141325333542,82,0.0
42.917294,69,5.212997,40.475069847554565,-0.21842307984537884,69,0.0
87.958793,220,5.481314,85.21973621674537,-1.064655857431855,220,0.0
8.353395,37,5.493444,6.593627453295006,-0.23430923103790766,37,0.0
7.225429,32,5.503013,5.78791449709615,-0.20085686043636455,32,0.0
109.419322,141,5.554646,106.68465679767314,-0.2630906191114518,141,0.0
399.545931,324,5.850192,396.7048369765385,0.5975604544849964,324,0.0
-0.482242,26,5.857485,-1.4987284147167081,-0.21134882970581612,26,0.0
15.962189,27,5.864772,14.962520640856235,-0.08764439483927104,27,0.0
13.302374,27,5.872251,12.242907672528743,-0.1094204088431626,27,0.0
87.995719,104,5.909352,85.3100589208962,-0.1388568682045074,104,0.0
73.21318,93,5.943248,70.67485976443125,-0.16824119623914668,93,0.0
23.532714,41,5.956677,21.821402846998037,-0.14447354758028336,41,0.0
30.202888,86,6.169868,27.610524618144307,-0.4569286989698509,86,0.0
22.946493,54,6.18813,20.806490926416995,-0.2561068151477134,54,0.0
-0.626779,18,6.192025,-0.9209295949338059,-0.1429117080525667,18,0.0
251.824203,146,6.245205,249.028372435303,0.8358118158476134,146,0.0
-3.793074,18,6.249335,-4.093838300971681,-0.1682958138758048,18,0.0
77.354736,85,6.278856,74.79851314378593,-0.07136709296892065,85,0.0
44.068478,64,6.300789,41.725791192681704,-0.16862125195042652,64,0.0
52.133971,73,6.507589,49.65204758820192,-0.17689089070863476,73,0.0
53.162419,82,6.537324,50.6814723050556,-0.24049758920987413,82,0.0
82.368929,95,6.572506,79.7866629379559,-0.11131321818312467,95,0.0
-3.900392,12,6.575049,-3.9003916943701973,-0.1188809413898923,12,0.0
51.669103,117,6.618558,49.08738842827374,-0.5322590677934055,117,0.0
7.452603,23,6.624655,6.672241747999347,-0.12208089500728422,23,0.0
6.001416,23,6.631161,5.277983119596578,-0.13320227679282917,23,0.0
105.194223,107,6.669955,102.54892340670503,-0.025044713326856358,107,0.0
337.938291,262,6.949556,335.18154251985305,0.6000327635656144,262,0.0
71.5158,86,6.98179,68.95856969550584,-0.1261098331694785,86,0.0
34.317101,61,7.003383,31.90072593633985,-0.2232907504993704,61,0.0
32.724619,48,7.019595,30.61918610316545,-0.1297985356175653,48,0.0
47.213559,71,7.044194,44.75904500197262,-0.20014236352096387,71,0.0
56.922861,80,7.25303,54.36449985505847,-0.19509523433470566,80,0.0
34.637467,42,7.266785,32.707706698060555,-0.06527505662975785,42,0.0
50.313656,55,7.285922,48.11522063584762,-0.0457101881032999,55,0.0
199.168319,199,7.361079,196.40715807057234,-0.007610711264590678,199,0.0
75.099098,99,7.398366,72.48831374621521,-0.20148282736319753,99,0.0
46.769548,88,7.609586,44.17242439511028,-0.3404326517525479,88,0.0
90.650514,115,7.651596,87.977554776898,-0.20532473626858502,115,0.0
15.855162,38,7.663359,14.18341340454004,-0.1814972418497363,38,0.0
22.798373,40,7.675851,20.956574176253024,-0.1433228987162842,40,0.0
183.740198,221,7.759419,180.96667617544864,-0.30649845746555415,221,0.0
139.806233,225,8.029903,137.03644829909146,-0.6900831141027752,225,0.0
2.755155,14,8.032812,2.7551548605802942,-0.08160494508667326,14,0.0
70.523548,109,8.074699,67.89296244541093,-0.31806381516792614,109,0.0
77.174975,126,8.123021,74.55458092254788,-0.40034304230179835,126,0.0
37.155992,119,8.356287,34.47157710773022,-0.6651334590856104,119,0.0
304.574154,260,8.456283,301.80598782550214,0.3492647509796181,260,0.0
325.411634,219,8.54276,322.6550510299187,0.8426887604067332,219,0.0
73.995601,113,8.767401,71.41246152523482,-0.32191788604158544,113,0.0
167.726561,257,8.868284,164.96649178446253,-0.7215729321937648,257,0.0
146.364053,203,9.123014,143.5991145911937,-0.4622364235306476,203,0.0
311.670571,207,9.202347,308.9750923948369,0.828972114492492,207,0.0
99.36084,142,9.255873,96.83278466068634,-0.34972580726862273,142,0.0
31.191911,52,9.273193,29.033084562532906,-0.174394776425173,52,0.0
211.183819,275,9.565748,208.45248100205575,-0.5174640384691014,275,0.0
92.983851,124,9.610598,90.28466692304754,-0.25858589397092896,124,0.0
314.365351,221,9.881377,311.6365270956457,0.7386331778884704,221,0.0
42.14243,105,9.918687,39.5507395250668,-0.5129337412467665,105,0.0
226.479832,157,9.978009,223.71990946721365,0.5456664936966514,157,0.0
90.44032,116,10.021461,87.84229785175486,-0.2142710374914509,116,0.0
226.654798,118,10.247506,224.0606746012411,0.859342297829741,118,0.0
301.879511,165,10.309858,299.216020429836,1.0860068027217202,165,0.0
389.605025,275,10.415463,386.8494560226036,0.9097921498077407,275,0.0
286.706953,192,10.683266,284.00011968227136,0.7487046924171809,192,0.0
261.382587,152,10.743156,258.76246221959946,0.865992209240543,152,0.0
386.186271,283,11.042721,383.48399539311185,0.8190787547409152,283,0.0
295.975818,189,11.114803,293.32593273283106,0.8474499118574069,189,0.0
291.913724,181,11.186934,289.23343784321594,0.8787849531513845,181,0.0
97.350753,181,11.433133,94.62025038179885,-0.6783230506206724,181,0.0
359.428024,229,11.522618,356.76876122243914,1.0360755983208023,229,0.0
144.278975,242,11.804145,141.54971071421218,-0.7889579997122254,242,0.0
140.903242,151,11.861452,138.20192158146946,-0.09030604538364706,151,0.0
459.008507,332,12.165454,456.2845012135365,1.0108503289538182,332,0.0
594.315067,476,12.349914,591.554245338484,0.9450486735873851,476,0.0
350.4033,242,12.62746,347.79405597868555,0.8607651952261075,242,0.0
246.150766,134,12.675534,243.48389557741385,0.8873833660914958,134,0.0
306.061574,181,12.922867,303.330265337741,0.9913746203456072,181,0.0
288.558975,183,12.99214,285.83560323054405,0.835375075160746,183,0.0
242.945368,163,13.053482,240.2727391237146,0.6305797196695466,163,0.0
387.256284,262,13.335919,384.4974698636721,0.9948866238998584,262,0.0
286.485733,172,13.401832,283.8465606878854,0.907062634243717,172,0.0
250.587366,123,13.446142,247.95236992078728,1.0107571709048484,123,0.0
309.565041,388,13.774907,306.8461787933092,-0.6307689363503242,388,0.0
445.463039,334,14.085318,442.70077927029865,0.8861626865934059,334,0.0
102.943907,158,14.144267,100.32045122010105,-0.4492890496462633,158,0.0
188.194131,97,14.178279,185.71542786029582,0.7202415995329956,97,0.0
240.387285,144,14.412105,237.7381562390783,0.7616792389562905,144,0.0
256.649789,134,14.46252,254.04361611396965,0.9716175777438635,134,0.0
159.710043,268,14.565496,157.00425641403723,-0.8729687908513694,268,0.0
307.479722,180,14.814173,304.8799784207721,1.0116869691552626,180,0.0
256.891599,154,14.876203,254.3179770101148,0.814535169756643,154,0.0
249.255364,131,14.927089,246.5815812378537,0.9359582167627257,131,0.0
257.526404,133,14.979175,254.80872249635806,0.985767873383868,133,0.0
377.953479,216,15.25394,375.2699821267688,1.2877435791492027,216,0.0
591.616229,442,15.600804,588.9348740904273,1.1953113445914607,442,0.0
394.990265,260,15.702747,392.2498391516027,1.0728074107438215,260,0.0
214.182339,130,15.941801,211.57100406941035,0.6638942918041721,130,0.0
339.081014,195,16.015996,336.394848603395,1.1442755279856796,195,0.0
265.174338,179,16.089726,262.5395719860933,0.6810090031337137,179,0.0
