#{"t_start": 1789350253.1537778, "env_id": "Walker2d-v5"}
r,l,t,task_return,displacement,episode_steps,full_episode
37.294083,52,4.162248,37.29408309267593,-0.10832760153180049,52,0.0
14.016257,43,4.170312,14.016257241523508,-0.2229235733609337,43,0.0
19.442469,45,4.17885,19.442469404310994,-0.1953381964564392,45,0.0
41.360724,107,4.199136,41.36072448197197,-0.5144584865489765,107,0.0
-2.355816,9,4.200838,-2.3558159735947743,-0.08259955997762077,9,0.0
62.509058,106,4.222363,62.509057978373804,-0.3371076766725011,106,0.0
8.491044,22,4.226556,8.49104423260523,-0.09955077218510419,22,0.0
26.007348,74,4.425369,26.007348453672172,-0.3741666171626221,74,0.0
11.166117,87,4.4439,11.1661173511615,-0.5964849360416891,87,0.0
18.961131,72,4.459589,18.961130985386344,-0.4143577400037896,72,0.0
33.351792,62,4.472434,33.35179248004645,-0.219705141741264,62,0.0
72.754059,113,4.495399,72.7540585188611,-0.3110503913470944,113,0.0
35.750849,74,4.511809,35.75084860365356,-0.2962451674212902,74,0.0
13.526647,39,4.520546,13.526646749390375,-0.19483441263218151,39,0.0
32.935036,79,4.732682,32.935035566159854,-0.3584535473505904,79,0.0
7.035475,99,4.753673,7.035475177797517,-0.7251829106305537,99,0.0
25.764705,36,4.760975,25.764704847180187,-0.07298396874548578,36,0.0
22.342361,35,4.768384,22.342360724283967,-0.09236401916065337,35,0.0
145.419865,169,4.803812,145.4198651552201,-0.1763122569636438,169,0.0
26.916596,57,4.815972,26.916595697246677,-0.2311028565814183,57,0.0
129.561918,119,5.025928,129.561917825207,0.0956510282204092,119,0.0
31.961303,101,5.047006,31.961303265958474,-0.5417391530665016,101,0.0
29.415678,41,5.055627,29.41567842207602,-0.08359543097490549,41,0.0
35.375082,117,5.08061,35.375082237557294,-0.6419676417044942,117,0.0
2.838278,17,5.084347,2.838277526558344,-0.10488298545770373,17,0.0
31.642552,51,5.094437,31.64255212548095,-0.14557410092574363,51,0.0
41.913479,69,5.109047,41.91347940196539,-0.20675191062034862,69,0.0
206.810267,142,5.324183,206.8102665076082,0.5299629334192194,142,0.0
49.670273,121,5.35044,49.67027280756416,-0.5596912935341036,121,0.0
42.58402,83,5.368391,42.58402030915276,-0.3133326686196759,83,0.0
29.633376,64,5.381738,29.63337613643676,-0.26528496689896525,64,0.0
2.152728,17,5.384955,2.152728158033245,-0.11039492788085507,17,0.0
-2.784623,112,5.409049,-2.784622980683473,-0.9073344925455294,112,0.0
5.528641,26,5.414605,5.528641489660884,-0.155127598504718,26,0.0
19.506144,47,5.611174,19.50614432491531,-0.21077652919885279,47,0.0
7.400206,25,5.616158,7.400206110503409,-0.13222178315786368,25,0.0
97.385769,105,5.637475,97.38576938243904,-0.050253539252330205,105,0.0
81.714769,160,5.668945,81.71476940663139,-0.6142689279026105,160,0.0
209.940324,184,5.705549,209.9403239533247,0.22023005718211738,184,0.0
15.353897,56,5.902712,15.353896551322077,-0.3157413919477807,56,0.0
52.746778,80,5.919013,52.746777971745495,-0.20805993684563767,80,0.0
41.358649,120,5.943975,41.358649242261585,-0.6181932019013935,120,0.0
17.289011,40,5.952374,17.289011280575657,-0.17275386627624276,40,0.0
353.032751,237,6.187603,353.03275148948114,0.9424120401124784,237,0.0
4.063922,30,6.194046,4.0639215240458375,-0.19867272753494358,30,0.0
-0.302106,14,6.196913,-0.30210563130189205,-0.10607586538838978,14,0.0
22.459897,49,6.20721,22.459897022858723,-0.20315053913890202,49,0.0
89.090793,155,6.238746,89.09079293985866,-0.5149755637475285,155,0.0
217.290571,227,6.285124,217.29057102916312,-0.06383017290072393,227,0.0
77.450765,173,6.501119,77.45076495342894,-0.7517953952333698,173,0.0
319.792508,241,6.550752,319.79250755997657,0.6445328714437681,241,0.0
62.258917,139,6.759011,62.25891705667838,-0.602293167395871,139,0.0
264.189924,154,6.790654,264.18992417349205,0.893516100241557,154,0.0
289.843346,198,6.829505,289.8433459087912,0.7476855802959276,198,0.0
3.701478,16,6.832648,3.701477927878159,-0.09002245400920038,16,0.0
43.391782,58,6.843911,43.39178235990753,-0.1073320723707741,58,0.0
224.850593,125,7.053281,224.85059337720017,0.8099309710669674,125,0.0
75.00623,108,7.075311,75.00622980186029,-0.25311452454281863,108,0.0
181.59892,151,7.105557,181.59892031994323,0.2568004134768925,151,0.0
31.03095,67,7.119478,31.030950497267305,-0.27797953093972433,67,0.0
318.015461,468,7.40024,318.01546058093385,-1.1795604118947178,468,0.0
93.555292,177,7.436329,93.5552920516959,-0.6549868754914259,177,0.0
313.409552,182,7.655917,313.4095520374523,1.0639274235109195,182,0.0
156.21899,91,7.674351,156.21899005766684,0.5321180903452049,91,0.0
244.532997,163,7.707281,244.53299673697367,0.6646158557188261,163,0.0
369.825335,330,7.956876,369.8253346020085,0.33529598803284305,330,0.0
176.749092,171,7.991845,176.74909210180692,0.058661492065438935,171,0.0
54.238051,105,8.205872,54.23805146249384,-0.39530115290977763,105,0.0
38.311812,66,8.219739,38.31181187399985,-0.21188288572787534,66,0.0
242.279424,157,8.252623,242.27942362710274,0.6943487702727063,157,0.0
281.74288,161,8.285449,281.74287988303297,0.9781112414905474,161,0.0
325.571121,198,8.511783,325.57112051612825,1.0337847208242759,198,0.0
370.090649,259,8.565965,370.09064880532196,0.9036582742326984,259,0.0
86.719721,146,8.597223,86.71972137154032,-0.4623219038667197,146,0.0
87.229658,90,8.798066,87.22965769761278,-0.011804865155329036,90,0.0
